Friday,28,November,2025,12:20:49:00009-VCID:9DA46055AA8F3D19E2-7F06,VCDS Version: Release 23.3.1 (x64),Data version: 20230421 DS346.2
855 412 107 AD-7F06,,MARELLI 1AVP MPSF  DG23,

,Group A:,'001,,,,Group B:,'002,,,,Group C:,'003
,,RPM,Temperature,Voltage,Bin. Bits,,RPM,Time,Battery Volts,Temperature,,RPM,Load,T.B. Angle,(no units)
,693.90,960,47.0,0.79,00001000,694.13,928,2.04,13.5,94.0,693.68,896,17.3,0.4,22.0
,694.60,928,47.0,0.80,00001000,694.82,896,2.04,13.5,94.0,694.36,928,18.5,0.4,18.0
,695.29,928,47.0,0.80,00001000,695.52,928,2.29,13.5,94.0,695.05,928,16.9,0.4,18.0
,695.98,864,47.0,0.79,00001000,696.22,896,2.29,12.2,94.0,695.75,896,19.3,0.4,22.0
,696.69,928,47.0,0.79,00001000,696.92,928,2.29,13.1,94.0,696.46,896,20.9,0.0,39.0
,697.40,896,47.0,0.79,00001000,697.62,928,2.29,13.2,94.0,697.16,896,20.1,0.4,27.0
,698.08,928,47.0,0.79,00001000,698.32,928,2.29,13.2,94.0,697.84,928,18.5,0.4,27.0
,698.77,960,47.0,0.79,00001000,699.00,928,2.29,13.3,94.0,698.54,896,18.5,0.4,27.0
,699.46,928,47.0,0.79,00001000,699.68,896,2.29,13.3,94.0,699.24,928,19.7,0.4,28.0
,700.16,992,47.0,0.79,00001000,700.38,960,2.04,13.5,94.0,699.92,960,18.5,0.4,28.0
,700.85,928,47.0,0.80,00001000,701.08,928,2.04,13.5,94.0,700.61,928,17.7,0.4,24.0
,701.56,896,47.0,0.80,00001000,701.78,960,2.04,13.5,94.0,701.32,928,18.9,0.4,24.0
,702.25,960,47.0,0.79,00001000,702.49,928,2.04,13.5,94.0,702.01,928,17.7,0.4,24.0
,702.95,896,47.0,0.79,00001000,703.19,960,2.04,13.5,94.0,702.73,928,18.9,0.4,24.0
,703.66,960,47.0,0.79,00001000,703.89,960,2.04,13.5,94.0,703.42,960,18.9,0.4,24.0
,704.36,928,47.0,0.79,00001000,704.60,928,2.04,13.5,94.0,704.12,928,17.7,0.4,24.0
,705.06,960,47.0,0.79,00001000,705.30,960,2.04,13.5,94.0,704.83,928,18.9,0.4,24.0
,705.75,928,47.0,0.79,00001000,705.99,928,2.04,13.5,94.0,705.52,960,18.5,0.4,24.0
,706.45,928,47.0,0.79,00001000,706.67,960,2.04,13.5,94.0,706.23,928,17.7,0.4,24.0
,707.14,960,47.0,0.79,00001000,707.38,928,2.04,13.5,94.0,706.91,960,17.7,0.4,24.0
,707.84,896,47.0,0.80,00001000,708.08,928,2.04,13.5,94.0,707.61,896,16.9,0.4,19.0
,708.55,928,47.0,0.80,00001000,708.78,928,2.04,13.5,94.0,708.31,960,16.9,0.4,19.0
,709.25,896,48.0,0.80,00001000,709.49,960,2.04,13.5,94.0,709.01,896,16.9,0.4,22.0
,709.94,928,48.0,0.80,00001000,710.18,928,2.04,13.5,94.0,709.71,928,17.3,0.4,22.0
,710.64,896,48.0,0.80,00001000,710.87,928,2.04,13.5,94.0,710.41,896,16.5,0.4,18.0
,711.35,928,48.0,0.80,00001000,711.58,928,2.04,13.5,94.0,711.11,928,17.3,0.4,22.0
,712.05,864,48.0,0.79,00001000,712.29,896,2.29,12.8,94.0,711.81,896,17.3,0.4,22.0
,712.75,864,48.0,0.79,00001000,712.98,896,2.29,13.1,94.0,712.53,864,21.3,0.4,35.0
,713.46,928,48.0,0.79,00001000,713.68,896,2.04,13.2,94.0,713.22,960,18.5,0.4,22.0
,714.16,896,48.0,0.80,00001000,714.40,896,2.29,13.1,94.0,713.92,896,19.7,0.4,27.0
,714.86,928,48.0,0.79,00001000,715.09,928,2.29,13.3,94.0,714.63,960,20.1,0.4,28.0
,715.57,896,48.0,0.79,00001000,715.79,896,2.29,13.3,94.0,715.33,928,19.7,0.4,28.0
,716.26,960,48.0,0.79,00001000,716.50,960,2.04,13.3,94.0,716.03,960,19.7,0.4,28.0
,716.97,960,48.0,0.79,00001000,717.20,960,2.04,13.5,94.0,716.74,960,19.3,0.4,28.0
,717.68,896,48.0,0.79,00001000,717.90,960,2.04,13.5,94.0,717.44,928,17.7,0.4,24.0
,718.38,928,48.0,0.79,00001000,718.62,960,2.04,13.5,94.0,718.14,960,18.9,0.4,24.0
,719.08,896,48.0,0.80,00001000,719.32,896,2.04,13.5,94.0,718.84,928,18.9,0.4,24.0
,719.78,960,48.0,0.79,00001000,720.02,960,2.04,13.5,94.0,719.55,928,17.7,0.4,24.0
,720.49,960,48.0,0.79,00001000,720.73,928,2.04,13.5,94.0,720.25,928,18.9,0.4,24.0
,721.20,928,48.0,0.80,00001000,721.44,896,2.04,13.5,94.0,720.97,928,18.9,0.4,24.0
,721.92,960,48.0,0.79,00001000,722.14,960,2.04,13.5,94.0,721.68,928,17.3,0.4,24.0
,722.61,960,48.0,0.79,00001000,722.85,928,2.04,13.4,94.0,722.38,960,18.9,0.4,24.0
,723.31,928,48.0,0.79,00001000,723.55,960,2.04,13.5,94.0,723.08,928,18.9,0.4,24.0
,724.01,960,48.0,0.79,00001000,724.23,928,2.04,13.5,94.0,723.79,960,18.5,0.4,24.0
,724.71,896,48.0,0.80,00001000,724.93,928,2.04,13.5,94.0,724.47,896,16.9,0.4,19.0
,725.39,928,48.0,0.80,00001000,725.63,928,2.04,13.5,94.0,725.16,928,18.5,0.4,19.0
,726.09,960,48.0,0.80,00001000,726.33,960,2.04,13.5,94.0,725.87,896,16.9,0.4,19.0
,726.80,928,48.0,0.80,00001000,727.02,928,2.04,13.5,94.0,726.57,960,16.9,0.4,18.0
,727.48,960,48.0,0.80,00001000,727.72,928,2.04,13.5,94.0,727.25,896,16.9,0.4,18.0
,728.20,928,48.0,0.80,00001000,728.44,928,2.04,13.5,94.0,727.97,928,16.9,0.4,18.0
,728.91,864,48.0,0.79,00001000,729.14,864,2.29,12.3,94.0,728.68,896,17.7,0.4,22.0
,729.59,896,48.0,0.79,00001000,729.84,928,2.29,13.1,94.0,729.36,864,22.1,0.4,39.0
,730.28,928,48.0,0.79,00001000,730.50,896,2.04,13.2,94.0,730.06,960,18.1,0.4,22.0
,730.98,928,48.0,0.80,00001000,731.20,896,2.29,13.3,94.0,730.74,864,19.3,0.4,22.0
,731.66,896,48.0,0.79,00001000,731.89,896,2.29,13.3,94.0,731.42,928,20.1,0.4,27.0
,732.34,928,48.0,0.79,00001000,732.57,928,2.29,13.3,94.0,732.12,960,19.7,0.4,27.0
,733.05,928,48.0,0.79,00001000,733.27,928,2.04,13.6,94.0,732.82,960,19.7,0.4,28.0
,733.74,960,48.0,0.79,00001000,733.97,928,2.04,13.5,94.0,733.50,960,19.3,0.4,27.0
,734.43,928,48.0,0.80,00001000,734.67,928,2.04,13.5,94.0,734.21,928,18.9,0.4,24.0
,735.13,960,48.0,0.79,00001000,735.36,928,2.04,13.5,94.0,734.91,896,18.9,0.4,24.0
,735.83,928,48.0,0.80,00001000,736.06,960,2.04,13.5,94.0,735.60,960,18.9,0.4,24.0
,736.52,960,48.0,0.79,00001000,736.76,960,2.04,13.5,94.0,736.28,928,18.9,0.4,24.0
,737.20,928,48.0,0.79,00001000,737.44,928,2.04,13.5,94.0,736.98,960,18.9,0.4,24.0
,737.90,960,48.0,0.79,00001000,738.12,960,2.04,13.5,94.0,737.68,928,17.7,0.0,24.0
,738.60,928,48.0,0.79,00001000,738.83,928,2.04,13.5,94.0,738.36,928,17.7,0.4,24.0
,739.29,928,48.0,0.79,00001000,739.52,992,2.04,13.5,94.0,739.07,928,18.9,0.0,24.0
,739.99,960,48.0,0.79,00001000,740.21,928,2.04,13.5,94.0,739.75,960,18.5,0.4,24.0
,740.67,896,48.0,0.79,00001000,740.91,960,2.04,13.5,94.0,740.43,896,17.3,0.4,24.0
,741.38,928,48.0,0.80,00001000,741.61,928,2.04,13.3,94.0,741.15,960,18.1,0.4,19.0
,742.08,896,48.0,0.80,00001000,742.32,896,2.04,13.5,94.0,741.84,928,18.1,0.4,19.0
,742.76,928,48.0,0.80,00001000,742.98,896,2.04,13.5,94.0,742.54,928,18.1,0.0,18.0
,743.46,960,48.0,0.80,00001000,743.68,928,2.04,13.5,94.0,743.22,896,18.1,0.4,18.0
,744.15,928,48.0,0.80,00001000,744.38,896,2.04,13.5,94.0,743.90,928,17.3,0.4,22.0
,744.85,960,48.0,0.80,00001000,745.07,928,2.04,13.3,94.0,744.62,928,18.5,0.4,22.0
,745.55,928,48.0,0.80,00001000,745.78,896,2.04,13.5,94.0,745.31,928,18.1,0.4,18.0
,746.23,896,48.0,0.80,00001000,746.47,864,2.29,13.4,94.0,746.00,928,18.9,0.4,22.0
,746.95,896,48.0,0.79,00001000,747.17,960,2.29,13.1,94.0,746.71,864,20.1,0.4,39.0
,747.63,928,48.0,0.79,00001000,747.87,928,2.04,13.2,94.0,747.39,928,19.3,0.4,22.0
,748.32,928,48.0,0.80,00001000,748.55,896,2.04,13.3,94.0,748.09,896,17.7,0.4,22.0
,749.01,896,48.0,0.80,00001000,749.25,896,2.29,13.2,94.0,748.79,896,20.1,0.4,27.0
,749.72,960,48.0,0.79,00001000,749.96,928,2.29,13.3,94.0,749.49,960,19.7,0.4,27.0
,750.40,896,48.0,0.79,00001000,750.64,928,2.29,13.3,94.0,750.18,928,19.7,0.4,28.0
,751.09,960,48.0,0.79,00001000,751.33,960,2.04,13.5,94.0,750.87,960,19.3,0.4,28.0
,751.80,928,48.0,0.80,00001000,752.04,960,2.04,13.5,94.0,751.56,960,17.3,0.4,24.0
,752.50,960,48.0,0.80,00001000,752.73,960,2.04,13.5,94.0,752.26,928,18.9,0.4,24.0
,753.21,960,48.0,0.79,00001000,753.43,928,2.04,13.5,94.0,752.97,960,17.7,0.4,24.0
,753.89,896,48.0,0.80,00001000,754.13,960,2.04,13.5,94.0,753.66,896,17.3,0.4,24.0
,754.59,960,48.0,0.80,00001000,754.83,960,2.04,13.5,94.0,754.37,960,18.5,0.4,24.0
,755.31,928,48.0,0.80,00001000,755.53,928,2.04,13.5,94.0,755.07,928,17.3,0.4,24.0
,756.00,960,48.0,0.80,00001000,756.24,960,2.04,13.5,94.0,755.77,896,18.9,0.4,24.0
,756.69,960,48.0,0.80,00001000,756.92,928,2.04,13.5,94.0,756.47,928,17.7,0.4,24.0
,757.40,928,48.0,0.80,00001000,757.62,960,2.04,13.5,94.0,757.16,896,17.3,0.4,24.0
,758.10,928,48.0,0.80,00001000,758.33,928,2.04,13.5,94.0,757.86,960,17.3,0.4,18.0
,758.80,896,48.0,0.80,00001000,759.04,896,2.04,13.5,94.0,758.57,928,18.1,0.4,18.0
,759.49,928,48.0,0.80,00001000,759.72,928,2.04,13.4,94.0,759.27,960,18.1,0.4,18.0
,760.19,896,48.0,0.80,00001000,760.43,960,2.04,13.5,94.0,759.96,896,16.9,0.4,22.0
,760.87,928,48.0,0.80,00001000,761.11,928,2.04,13.5,94.0,760.65,928,17.3,0.4,18.0
,761.57,960,48.0,0.80,00001000,761.79,928,2.04,13.5,94.0,761.35,896,16.5,0.4,18.0
,762.27,896,48.0,0.80,00001000,762.51,896,2.04,13.5,94.0,762.03,928,16.5,0.4,16.0
,762.95,928,48.0,0.80,00001000,763.17,928,2.29,13.5,94.0,762.73,960,17.3,0.4,21.0
,763.65,832,48.0,0.80,00001000,763.87,864,2.29,12.3,94.0,763.41,896,18.9,0.4,21.0
,764.33,896,48.0,0.79,00001000,764.57,928,2.29,13.0,94.0,764.10,896,22.5,0.4,39.0
,765.01,928,48.0,0.80,00001000,765.25,928,2.04,13.2,94.0,764.79,960,19.3,0.4,22.0
,765.71,896,48.0,0.80,00001000,765.94,960,2.29,13.1,94.0,765.49,928,19.3,0.4,22.0
,766.41,928,48.0,0.79,00001000,766.65,928,2.29,13.3,94.0,766.17,928,19.7,0.4,27.0
,767.10,928,48.0,0.80,00001000,767.33,960,2.04,13.3,94.0,766.89,928,18.5,0.4,27.0
,767.80,960,48.0,0.80,00001000,768.02,928,2.04,13.5,94.0,767.57,960,17.7,0.4,22.0
,768.47,960,48.0,0.80,00001000,768.71,960,2.04,13.5,94.0,768.25,896,17.3,0.4,22.0
,769.17,928,48.0,0.80,00001000,769.39,896,2.04,13.4,94.0,768.95,928,17.3,0.4,22.0
,769.87,928,48.0,0.80,00001000,770.09,960,2.04,13.4,94.0,769.63,896,18.5,0.4,22.0
,770.57,928,48.0,0.80,00001000,770.79,928,2.04,13.5,94.0,770.33,928,17.3,0.4,22.0
,771.25,960,48.0,0.80,00001000,771.49,960,2.04,13.4,94.0,771.01,896,18.5,0.4,22.0
,771.94,928,48.0,0.80,00001000,772.18,960,2.04,13.5,94.0,771.71,928,17.3,0.4,22.0
,772.64,896,48.0,0.80,00001000,772.88,960,2.04,13.5,94.0,772.41,928,16.9,0.4,22.0
,773.34,928,48.0,0.80,00001000,773.56,928,2.04,13.4,94.0,773.12,960,18.5,0.4,22.0
,774.04,896,48.0,0.80,00001000,774.27,896,2.04,13.5,94.0,773.80,928,18.5,0.4,22.0
,774.72,960,48.0,0.80,00001000,774.95,928,2.04,13.4,94.0,774.50,960,18.5,0.4,22.0
,775.42,896,48.0,0.80,00001000,775.64,960,2.04,13.5,94.0,775.20,928,18.5,0.4,22.0
,776.12,928,48.0,0.80,00001000,776.34,928,2.04,13.5,94.0,775.88,960,18.5,0.4,22.0
,776.80,896,48.0,0.80,00001000,777.04,896,2.04,13.5,94.0,776.56,896,17.3,0.0,22.0
,777.49,960,48.0,0.80,00001000,777.73,928,2.04,13.5,94.0,777.26,960,17.3,0.4,22.0
,778.17,960,48.0,0.80,00001000,778.41,960,2.04,13.5,94.0,777.95,896,16.5,0.4,18.0
,778.88,928,48.0,0.80,00001000,779.11,928,2.04,13.5,94.0,778.65,960,16.9,0.4,18.0
,779.58,896,48.0,0.80,00001000,779.81,960,2.04,13.5,94.0,779.34,896,16.9,0.4,18.0
,780.28,864,48.0,0.80,00001000,780.52,832,2.29,12.1,94.0,780.05,896,18.9,0.4,22.0
,780.97,928,48.0,0.79,00001000,781.21,928,2.29,13.2,94.0,780.75,896,22.5,0.4,38.0
,781.68,896,48.0,0.80,00001000,781.90,960,2.04,13.2,94.0,781.44,928,19.3,0.0,22.0
,782.36,928,48.0,0.80,00001000,782.60,928,2.04,13.2,94.0,782.12,928,19.3,0.4,22.0
,783.05,928,48.0,0.80,00001000,783.29,928,2.04,13.3,94.0,782.82,896,19.3,0.4,22.0
,783.73,896,48.0,0.80,00001000,783.97,896,2.29,13.3,94.0,783.51,928,18.5,0.4,27.0
,784.44,992,48.0,0.79,00001000,784.67,960,2.04,13.3,94.0,784.21,960,18.1,0.4,27.0
,785.13,928,48.0,0.80,00001000,785.37,928,2.04,13.5,94.0,784.89,928,17.3,0.0,22.0
,785.81,960,48.0,0.80,00001000,786.05,960,2.04,13.5,94.0,785.59,960,17.3,0.4,22.0
,786.51,928,49.0,0.80,00001000,786.75,928,2.04,13.5,94.0,786.29,928,18.5,0.4,22.0
,787.21,960,48.0,0.80,00001000,787.43,928,2.04,13.5,94.0,786.99,896,18.5,0.4,22.0
,787.91,928,49.0,0.80,00001000,788.15,928,2.04,13.5,94.0,787.67,928,18.5,0.4,22.0
,788.59,960,49.0,0.80,00001000,788.83,960,2.04,13.5,94.0,788.37,896,18.5,0.4,22.0
,789.30,960,49.0,0.80,00001000,789.53,928,2.04,13.5,94.0,789.07,928,17.3,0.4,22.0
,790.00,896,49.0,0.80,00001000,790.23,960,2.04,13.5,94.0,789.77,896,17.3,0.4,22.0
,790.68,928,49.0,0.80,00001000,790.91,928,2.04,13.5,94.0,790.46,960,17.3,0.4,22.0
,791.38,896,49.0,0.80,00001000,791.60,960,2.04,13.5,94.0,791.15,896,17.3,0.4,22.0
,792.07,960,49.0,0.80,00001000,792.30,928,2.04,13.5,94.0,791.82,928,18.5,0.4,22.0
,792.75,960,49.0,0.80,00001000,792.99,960,2.04,13.5,94.0,792.53,896,17.3,0.4,22.0
,793.46,928,49.0,0.80,00001000,793.68,928,2.04,13.4,94.0,793.22,928,17.3,0.0,22.0
,794.14,960,49.0,0.80,00001000,794.38,960,2.04,13.5,94.0,793.91,896,18.1,0.4,18.0
,794.84,928,49.0,0.80,00001000,795.08,928,2.04,13.5,94.0,794.61,928,18.1,0.4,18.0
,795.55,960,49.0,0.80,00001000,795.77,960,2.04,13.3,94.0,795.32,896,18.1,0.4,22.0
,796.22,928,49.0,0.80,00001000,796.46,896,2.04,13.5,94.0,795.99,928,16.9,0.4,18.0
,796.90,928,49.0,0.80,00001000,797.14,928,2.04,13.5,94.0,796.68,960,16.9,0.4,18.0
,797.60,896,49.0,0.80,00001000,797.83,960,2.04,13.5,94.0,797.38,928,18.1,0.4,21.0
,798.30,896,49.0,0.80,00001000,798.53,832,2.29,12.1,94.0,798.06,928,17.7,0.0,21.0
,798.98,928,49.0,0.79,00001000,799.22,960,2.29,13.1,94.0,798.75,896,21.3,0.4,36.0
,799.68,896,49.0,0.79,00001000,799.90,928,2.04,13.3,94.0,799.46,928,19.3,0.4,22.0
,800.36,928,49.0,0.80,00001000,800.60,928,2.04,13.2,94.0,800.12,928,18.9,0.4,22.0
,801.06,928,49.0,0.80,00001000,801.28,928,2.29,13.3,94.0,800.84,896,19.3,0.4,22.0
,801.76,928,49.0,0.79,00001000,801.98,896,2.29,13.2,94.0,801.52,928,18.5,0.4,27.0
,802.46,960,49.0,0.79,00001000,802.70,960,2.04,13.3,94.0,802.22,960,18.5,0.4,27.0
,803.14,960,49.0,0.80,00001000,803.38,960,2.04,13.5,94.0,802.92,960,19.3,0.0,27.0
,803.84,960,49.0,0.80,00001000,804.06,960,2.04,13.5,94.0,803.62,896,17.3,0.4,22.0
,804.53,928,49.0,0.80,00001000,804.77,960,2.04,13.5,94.0,804.30,960,18.5,0.4,22.0
,805.23,928,49.0,0.80,00001000,805.47,960,2.04,13.5,94.0,805.00,928,17.3,0.4,22.0
,805.93,928,49.0,0.80,00001000,806.16,928,2.04,13.5,94.0,805.71,960,18.5,0.4,22.0
,806.63,896,49.0,0.80,00001000,806.87,928,2.04,13.4,94.0,806.39,928,18.5,0.4,22.0
,807.31,928,49.0,0.80,00001000,807.55,960,2.04,13.5,94.0,807.09,960,18.5,0.4,22.0
,808.01,896,49.0,0.80,00001000,808.23,960,2.04,13.5,94.0,807.79,928,18.5,0.4,22.0
,808.71,928,49.0,0.80,00001000,808.93,928,2.04,13.5,94.0,808.47,960,18.5,0.4,22.0
,809.37,896,49.0,0.80,00001000,809.61,960,2.04,13.5,94.0,809.15,896,17.3,0.4,22.0
,810.08,960,49.0,0.80,00001000,810.31,928,2.04,13.3,94.0,809.85,960,18.5,0.4,22.0
,810.76,896,49.0,0.80,00001000,811.01,960,2.04,13.4,94.0,810.53,896,17.3,0.4,19.0
,811.46,928,49.0,0.80,00001000,811.71,928,2.04,13.4,94.0,811.24,928,17.7,0.4,16.0
,812.18,896,49.0,0.80,00001000,812.41,960,2.04,13.5,94.0,811.94,928,16.9,0.0,21.0
,812.88,928,50.0,0.80,00001000,813.12,928,2.04,13.5,94.0,812.64,960,17.7,0.4,16.0
,813.58,896,50.0,0.80,00001000,813.82,896,2.04,13.5,94.0,813.34,928,17.3,0.4,21.0
,814.26,864,50.0,0.80,00001000,814.50,800,2.29,12.0,94.0,814.04,928,18.1,0.4,16.0
,814.97,960,50.0,0.79,00001000,815.20,960,2.29,13.2,94.0,814.74,896,21.3,0.4,36.0
,815.68,928,50.0,0.80,00001000,815.91,896,2.04,13.2,94.0,815.44,928,17.7,0.4,21.0
,816.36,928,50.0,0.80,00001000,816.60,928,2.29,13.3,94.0,816.13,928,19.3,0.4,25.0
,817.07,896,50.0,0.80,00001000,817.29,960,2.04,13.2,94.0,816.83,928,19.3,0.4,25.0
,817.77,928,50.0,0.80,00001000,818.01,928,2.29,13.3,94.0,817.53,960,19.3,0.4,25.0
,818.45,928,50.0,0.80,00001000,818.69,928,2.04,13.4,94.0,818.23,960,19.3,0.4,25.0
,819.15,960,50.0,0.80,00001000,819.37,960,2.04,13.5,94.0,818.93,992,17.3,0.4,22.0
,819.84,960,50.0,0.80,00001000,820.09,928,2.04,13.5,94.0,819.61,928,17.3,0.4,22.0
,820.55,960,50.0,0.80,00001000,820.79,960,2.04,13.5,94.0,820.32,928,18.5,0.4,22.0
,821.23,928,50.0,0.80,00001000,821.47,928,2.04,13.5,94.0,821.01,960,18.5,0.4,22.0
,821.95,928,50.0,0.80,00001000,822.17,960,2.04,13.5,94.0,821.71,896,17.3,0.4,22.0
,822.63,960,50.0,0.80,00001000,822.87,928,2.04,13.5,94.0,822.39,960,18.5,0.4,22.0
,823.31,960,50.0,0.80,00001000,823.55,960,2.04,13.5,94.0,823.09,896,17.3,0.4,22.0
,824.02,928,50.0,0.80,00001000,824.25,928,2.04,13.5,94.0,823.79,960,17.3,0.4,22.0
,824.73,928,50.0,0.80,00001000,824.95,960,2.04,13.5,94.0,824.49,928,18.5,0.4,22.0
,825.41,960,50.0,0.80,00001000,825.64,928,2.04,13.5,94.0,825.17,960,17.3,0.4,22.0
,826.11,896,50.0,0.80,00001000,826.35,896,2.04,13.5,94.0,825.88,928,16.9,0.0,18.0
,826.82,960,50.0,0.80,00001000,827.04,928,2.04,13.5,94.0,826.58,960,16.5,0.4,16.0
,827.50,896,50.0,0.80,00001000,827.74,960,2.04,13.5,94.0,827.27,928,17.7,0.4,16.0
,828.21,960,50.0,0.80,00001000,828.43,928,2.04,13.5,94.0,827.97,960,18.5,0.4,21.0
,828.87,960,50.0,0.80,00001000,829.11,928,2.04,13.5,94.0,828.65,896,16.2,0.4,16.0
,829.57,928,50.0,0.80,00001000,829.80,928,2.04,13.5,94.0,829.35,928,17.3,0.4,21.0
,830.27,960,50.0,0.80,00001000,830.49,928,2.04,13.5,94.0,830.04,896,18.5,0.4,19.0
,830.95,864,50.0,0.80,00001000,831.19,864,2.29,13.4,94.0,830.72,896,16.5,0.4,15.0
,831.65,864,50.0,0.80,00001000,831.89,864,2.55,12.6,94.0,831.43,864,20.1,0.4,25.0
,832.37,896,50.0,0.78,00001000,832.59,960,2.29,13.2,94.0,832.13,928,21.3,0.4,28.0
,833.07,928,50.0,0.80,00001000,833.31,928,2.29,13.2,94.0,832.83,928,18.1,0.4,25.0
,833.77,896,50.0,0.80,00001000,834.00,960,2.04,13.2,94.0,833.53,896,18.1,0.4,25.0
,834.47,928,50.0,0.80,00001000,834.71,928,2.04,13.3,94.0,834.24,960,19.3,0.4,24.0
,835.18,896,50.0,0.80,00001000,835.40,960,2.04,13.3,94.0,834.94,928,18.1,0.4,25.0
,835.88,960,50.0,0.80,00001000,836.12,928,2.04,13.5,94.0,835.64,960,18.1,0.4,21.0
,836.58,928,50.0,0.80,00001000,836.82,928,2.04,13.4,94.0,836.34,960,16.9,0.4,21.0
,837.26,960,50.0,0.80,00001000,837.50,928,2.04,13.5,94.0,837.04,896,17.3,0.4,21.0
,837.97,928,50.0,0.80,00001000,838.20,896,2.04,13.5,94.0,837.74,928,18.5,0.4,21.0
,838.68,896,50.0,0.80,00001000,838.90,960,2.04,13.4,94.0,838.44,896,18.5,0.4,21.0
,839.38,1216,50.0,0.54,00001100,839.60,1664,2.29,13.5,94.0,839.14,960,47.7,26.8,21.0
,840.07,1312,50.0,0.77,00000000,840.30,1152,1.79,13.5,94.0,839.83,1568,13.8,0.4,21.0
,840.75,1056,50.0,0.82,00000000,840.99,1024,2.04,13.3,94.0,840.52,1088,13.8,0.4,21.0
,841.45,1312,50.0,0.79,00000100,841.69,1824,9.44,13.4,94.0,841.23,992,30.3,8.8,21.0
,842.15,2752,50.0,0.80,00000000,842.37,2432,1.28,13.3,94.0,841.93,2496,43.7,18.4,39.0
,842.85,1984,50.0,0.03,00000000,843.08,1632,0.00,13.5,94.0,842.61,2304,12.2,0.4,74.0
,843.55,1344,50.0,0.00,00000000,843.79,1184,2.04,13.5,94.0,843.31,1344,13.0,0.0,32.0
,844.26,1056,50.0,0.82,00000000,844.50,992,2.81,13.5,94.0,844.03,1088,14.2,0.4,25.0
,844.98,928,50.0,0.83,00000000,845.20,960,2.55,13.5,94.0,844.74,928,18.5,0.4,25.0
,845.66,928,50.0,0.83,00000000,845.89,960,2.55,13.5,94.0,845.42,928,17.3,0.4,25.0
,846.34,960,50.0,0.83,00000000,846.56,928,2.55,13.3,94.0,846.12,960,18.9,0.4,25.0
,847.03,896,50.0,0.83,00000000,847.27,960,2.55,13.5,94.0,846.80,928,17.7,0.4,25.0
,847.73,960,50.0,0.83,00000000,847.97,960,2.55,13.4,94.0,847.50,960,18.1,0.4,27.0
,848.43,896,50.0,0.83,00000000,848.66,928,2.55,13.4,94.0,848.21,928,18.1,0.4,27.0
,849.13,960,50.0,0.83,00000000,849.37,960,2.55,13.4,94.0,848.89,960,19.3,0.4,27.0
,849.82,928,50.0,0.83,00000000,850.05,928,2.55,13.4,92.0,849.60,960,19.3,0.4,27.0
,850.52,960,50.0,0.83,00000000,850.75,960,2.55,13.3,92.0,850.29,928,19.3,0.4,27.0
,851.22,960,50.0,0.83,00000000,851.46,928,2.55,13.3,92.0,850.99,960,19.3,0.4,27.0
,851.91,896,50.0,0.83,00000000,852.15,960,2.55,13.4,92.0,851.68,928,18.1,0.4,28.0
,852.60,960,50.0,0.83,00000000,852.83,960,2.55,13.4,92.0,852.38,960,19.3,0.4,28.0
,853.30,896,50.0,0.83,00000000,853.54,896,2.29,13.5,92.0,853.06,960,18.1,0.4,28.0
,854.00,960,50.0,0.83,00000000,854.23,960,2.29,13.3,92.0,853.78,960,17.7,0.4,24.0
,854.70,928,50.0,0.83,00000000,854.92,896,2.29,13.4,92.0,854.48,960,17.7,0.4,24.0
,855.38,928,50.0,0.82,00000000,855.62,928,2.29,13.5,92.0,855.14,960,18.9,0.4,24.0
,856.07,928,50.0,0.82,00000000,856.30,896,2.29,13.5,92.0,855.84,928,18.9,0.4,24.0
,856.76,960,50.0,0.82,00000000,856.98,960,2.29,13.5,92.0,856.54,960,18.9,0.4,24.0
,857.46,896,50.0,0.82,00000000,857.68,928,2.29,13.5,92.0,857.22,928,18.9,0.4,24.0
,858.14,928,50.0,0.82,00000000,858.38,928,2.29,13.5,92.0,857.90,960,18.5,0.4,24.0
,858.84,928,50.0,0.82,00000000,859.06,928,2.29,13.5,92.0,858.62,960,17.7,0.4,24.0
,859.53,960,50.0,0.82,00000000,859.78,928,2.55,13.5,92.0,859.30,960,17.7,0.4,24.0
,860.23,832,50.0,0.82,00000000,860.47,928,2.55,12.6,92.0,860.00,896,20.1,0.4,24.0
,860.93,928,50.0,0.81,00000000,861.17,928,2.29,13.2,92.0,860.71,960,19.7,0.4,25.0
,861.65,896,50.0,0.82,00000000,861.87,928,2.29,13.2,92.0,861.41,928,18.1,0.4,24.0
,862.35,928,50.0,0.82,00000000,862.59,928,2.29,13.0,92.0,862.11,928,18.5,0.4,24.0
,863.05,896,50.0,0.82,00001000,863.29,960,2.29,13.3,92.0,862.81,896,18.1,0.4,24.0
,863.75,928,50.0,0.82,00001000,863.99,928,2.29,13.2,92.0,863.52,960,19.7,0.4,28.0
,864.45,896,50.0,0.82,00001000,864.67,960,2.29,13.3,92.0,864.23,928,19.3,0.4,24.0
,865.15,960,50.0,0.82,00001000,865.39,960,2.04,13.5,92.0,864.91,960,17.7,0.4,24.0
,865.87,928,50.0,0.82,00001000,866.09,928,2.04,13.5,92.0,865.62,928,17.7,0.4,24.0
,866.55,992,50.0,0.81,00001000,866.78,960,2.04,13.4,92.0,866.31,992,17.3,0.4,24.0
,867.25,960,50.0,0.81,00001000,867.49,960,2.04,13.5,94.0,867.03,960,17.7,0.4,24.0
